Intersection,Longitude,Latitude,number_of_approaches,number_of_exits,max_number_of_lanes_in_approach,min_number_of_lanes_in_approach,number_of_railway_approaches,number_of_railway_exits,max_number_of_lanes_in_exit,min_number_of_lanes_in_exit,number_of_center_bicycle_approaches,number_of_right_side_bicycle_approaches,number_of_center_bicycle_exits,number_of_right_side_bicycle_exits,signal_present,pedestrian_signal_present,diameter,max_angle,max_curvature,min_curvature,distance_to_next_intersection,shortest_distance_to_railway_crossing,subway_station_present,number_of_tram/train_stops,number_of_bus/trolley_stops,stop_sign,approach_street_types,exit_street_types,approach_max_speed_limit,approach_min_speed_limit,exit_max_speed_limit,exit_min_speed_limit,oneway_approach_count,twoway_approach_count,singleway_approach_count,oneway_exit_count,twoway_exit_count,singleway_exit_count
"('Paradise Drive', 'Robin Drive')",-122.4889691,37.9199938,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.7089508,88.51554906,0.733695935,0.09551248,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",35,25,35,25,0,4,0,0,4,0
"('Paradise Drive', 'Seafirth Road')",-122.4734688,37.8995092,3,3,1,1,0,0,1,1,0,3,0,3,None,None,163.6331685,117.8881914,0.700326289,0.425715173,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Paradise Drive', 'Taylor Road')",-122.4835534,37.9174862,4,4,1,1,0,0,1,1,0,4,0,4,None,None,225.9171695,95.85317124,0.344470371,0.053953918,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",35,25,35,25,0,4,0,0,4,0
"('Paradise Drive', 'Teaberry Lane')",-122.4499635,37.8915773,3,3,1,1,0,0,1,1,0,3,0,3,None,None,110.2118929,109.2243658,1.19361046,0.69701471,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Paradise Drive', 'Tiburon Boulevard')",-122.4548908,37.8732203,2,3,1,1,0,0,1,1,0,2,0,3,None,None,95.0039098,77.36873645,4.767113227,0.200402671,-1,-1,no,0,0,None,"{'tertiary': 1, 'secondary': 1, 'cycleway': 2}","{'tertiary': 1, 'secondary': 1, 'cycleway': 3}",25,25,25,25,1,1,0,0,2,1
"('Paradise Drive', 'Trestle Glen Boulevard')",-122.4792271,37.9030782,3,4,1,1,0,0,1,1,0,3,0,4,None,None,44.48320525,146.040115,0.779446693,0.002206684,70.40798966,-1,no,0,0,None,"{'tertiary': 2, 'cycleway': 3}","{'tertiary': 2, 'tertiary_link': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,1
"('Paradise Drive', 'Upland Circle')",-122.4906604,37.9199015,3,3,1,1,0,0,1,1,0,3,0,3,None,None,161.5621348,151.3375809,0.976611098,0.000244533,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",35,25,35,25,0,3,0,0,3,0
"('Paradise Drive', 'Upupanda Way')",-122.4920165,37.9200369,3,3,1,1,0,0,1,1,0,3,0,3,None,None,181.7878139,107.7073155,0.121969039,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",35,25,35,25,0,3,0,0,3,0
"('Paradise Drive', 'Verona Place')",-122.4995118,37.9199491,3,3,1,1,0,0,1,1,0,3,0,3,None,None,175.2149117,108.3931401,0.301321636,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",35,25,35,25,0,3,0,0,3,0
"('Paradise Drive', 'Vista del Mar')",-122.4464905,37.8767538,4,4,1,1,0,0,1,1,0,4,0,4,None,None,165.2857128,174.2418643,0.421246386,0.217169325,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 5}","{'tertiary': 1, 'residential': 1, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Paradise Drive', 'Westward Drive')",-122.4969318,37.9209442,3,3,1,1,0,0,1,1,0,3,0,3,None,None,179.3759935,99.09081444,0.173677786,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",35,25,35,25,0,3,0,0,3,0
"('Paraiso Place', 'Sloat Boulevard')",-122.4823668,37.7345001,3,2,3,1,0,0,2,1,0,3,0,2,None,None,164.1032109,90.02927253,0.000535957,0,-1,-1,no,0,0,None,"{'primary': 1, 'residential': 1, 'cycleway': 3}","{'primary': 1, 'residential': 1, 'cycleway': 3}",40,25,40,25,1,1,1,1,1,0
"('Paramount Terrace', 'Stanyan Street')",-122.4549939,37.7763251,3,3,1,1,0,0,1,1,0,3,0,3,None,None,140.4028748,90.09281304,0.089873005,0,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Paris Street', 'Persia Avenue')",-122.4344171,37.7223868,4,4,1,1,0,0,1,1,0,4,0,4,None,None,187.6242425,90.44679393,0.009636951,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 6}","{'residential': 1, 'tertiary': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Paris Street', 'Russia Avenue')",-122.4355991,37.7208323,4,4,1,1,0,0,1,1,0,4,0,4,None,None,187.5012549,90.0334848,0.005027419,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Park Avenue', 'Sycamore Avenue')",-122.5403294,37.9022738,4,4,1,1,0,0,1,1,0,4,0,4,None,None,206.1077497,139.7681284,0.65777711,0.025188229,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Park Avenue', 'Walnut Avenue')",-122.5391565,37.9024086,3,3,1,1,0,0,1,1,0,3,0,3,None,None,182.1000327,105.1207639,0.596443586,0.452520098,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Park Boulevard', 'Washington Boulevard')",-122.4693423,37.7951199,4,4,1,1,0,0,1,1,0,4,0,4,None,None,133.1667246,101.8432951,1.219295296,0.161932268,-1,-1,no,0,0,None,"{'tertiary': 2, 'cycleway': 4}","{'tertiary': 2, 'cycleway': 4}",25,20,25,20,0,4,0,0,4,0
"('Park Manor Drive', 'Wildwood Avenue')",-122.493068,37.6959635,3,3,1,1,0,0,1,1,0,3,0,3,None,None,152.470177,90.52328182,0.005760265,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Park Terrace', 'Sycamore Avenue')",-122.5338962,37.8979948,3,3,1,1,0,0,1,1,0,3,0,3,None,None,185.4716252,98.88253259,0.131669128,0.000648321,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Park Way', 'Tamalpais Drive')",-122.5550957,37.8992446,3,3,1,1,0,0,1,1,0,3,0,3,None,None,133.2844785,104.7770424,0.559889442,0.126127084,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Parker Avenue', 'Turk Boulevard')",-122.4534065,37.7778356,4,4,2,1,0,0,2,1,0,4,0,4,None,None,22.3196612,94.62144667,0.284237027,0.003858228,-1,-1,no,0,0,None,"{'residential': 1, 'secondary': 1, 'cycleway': 4}","{'residential': 1, 'secondary': 1, 'cycleway': 4}",30,25,30,25,1,3,0,1,3,0
"('Parkside Avenue', 'Westpark Drive')",-122.4851875,37.7057754,3,3,1,1,0,0,1,1,0,3,0,3,None,None,67.49824164,90.00970367,0.002002732,0,72.81561277,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Parkview Avenue', 'San Diego Avenue')",-122.465962,37.7012838,4,4,1,1,0,0,1,1,0,4,0,4,None,None,130.8202456,92.43836049,0.462862052,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Parkview Avenue', 'Santa Barbara Avenue')",-122.4641332,37.7012883,3,3,1,1,0,0,1,1,0,3,0,3,None,None,137.6564544,90.23971483,0.01081079,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Parnassus Avenue', 'Shrader Street')",-122.4512298,37.7646924,4,4,1,1,0,0,1,1,0,4,0,4,None,None,162.4089165,90.13135577,0.000724602,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Parnassus Avenue', 'Willard Street')",-122.4542397,37.7643085,4,4,2,1,0,0,1,1,0,4,0,4,None,None,162.1209904,92.6481917,0.062196622,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 5}","{'tertiary': 1, 'residential': 1, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Parnassus Avenue', 'Woodland Avenue')",-122.4535327,37.7643994,3,3,2,1,0,0,1,1,0,3,0,3,None,None,126.1324201,91.11287676,0.079811283,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Partridge Street', 'Rio Verde Street')",-122.4173474,37.7035904,4,4,1,1,0,0,1,1,0,4,0,4,None,None,170.0682265,90.27783802,0.000418523,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Partridge Street', 'Schwerin Street')",-122.4147955,37.7028709,3,3,1,1,0,0,1,1,0,3,0,3,None,None,170.0567438,90.28412021,0.000109779,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Pasadena Street', 'Velasco Avenue')",-122.4185195,37.7097122,3,3,1,1,0,0,1,1,0,3,0,3,None,None,112.6188318,90.1975188,0.068900749,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,3,0,0,3,0
"('Paseo Mirasol', 'Via San Fernando')",-122.5006586,37.907159,2,2,1,1,0,0,1,1,0,2,0,2,None,None,19.67769168,115.9053931,2.222777229,0.355251751,58.27460972,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,2,0,0,2,0
"('Paulding Street', 'Raleigh Avenue')",-122.441959,37.7277972,3,3,1,1,0,0,1,1,0,3,0,3,None,None,157.4476428,90.85014932,0.331747574,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Paulding Street', 'San Jose Avenue')",-122.4411192,37.7274455,3,3,2,1,1,2,2,1,0,3,0,3,None,None,181.9704795,90.51075964,0.056530704,0.000472796,-1,0.522194871,no,0,0,None,"{'residential': 1, 'secondary': 1, 'cycleway': 4, 'track': 1}","{'residential': 1, 'secondary': 1, 'cycleway': 4, 'track': 2}",25,25,25,25,0,3,0,0,3,0
"('Payson Street', 'Saint Charles Avenue')",-122.469362,37.7121547,2,2,1,1,0,0,1,1,0,2,0,2,None,None,128.3908607,86.88545533,0.268640177,0.231114723,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,0
"('Peabody Street', 'Visitacion Avenue')",-122.4070341,37.7111983,4,4,1,1,0,0,1,1,0,4,0,4,None,None,16.62592862,91.58219014,0.040397857,0,77.68693991,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Pearl Street', 'Spring Street')",-122.4956611,37.8610284,4,4,1,1,0,0,1,1,0,4,0,4,None,None,193.4383489,90.42884566,0.002104303,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Peek Lane', 'Pershing Drive')",-122.4783144,37.7914507,3,3,1,1,0,0,1,1,0,3,0,3,None,None,165.1189198,88.11953463,0.683526094,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Peoria Street', 'Roosevelt Avenue')",-122.4532883,37.7047393,4,4,1,1,0,0,1,1,0,4,0,4,None,None,190.7674684,98.96308085,0.090543165,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Peoria Street', 'Templeton Avenue')",-122.4519311,37.7054269,3,3,1,1,0,0,1,1,0,3,0,3,None,None,171.2402129,101.1346729,0.007325151,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Peralta Avenue', 'Powhattan Avenue')",-122.4088073,37.7412868,4,4,1,1,0,0,1,1,0,4,0,4,None,None,74.05449727,91.60218511,0.053176241,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Peralta Avenue', 'Ripley Street', 'Samoset Street')",-122.40869,37.744427,3,3,1,1,0,0,1,1,0,3,0,3,None,None,135.9410965,95.9446204,1.164377491,0,-1,-1,no,0,0,None,"{'residential': 3, 'cycleway': 3}","{'residential': 3, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Peralta Avenue', 'Stanford Avenue')",-122.5320593,37.8869715,4,4,1,1,0,0,1,1,0,4,0,4,None,None,199.2353082,131.7117441,0.946449796,0.398170576,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Peralta Avenue', 'Tompkins Avenue')",-122.4091165,37.7368352,4,5,1,1,0,0,2,1,0,3,0,3,None,None,166.7521641,179.3579636,1.731612745,0,-1,-1,no,0,0,None,"{'motorway_link': 1, 'residential': 2, 'cycleway': 3}","{'motorway_link': 1, 'residential': 2, 'primary_link': 1, 'cycleway': 3}",25,25,25,25,0,2,2,0,2,3
"('Peralta Avenue', 'Wellesley Avenue')",-122.534658,37.886344,3,3,1,1,0,0,1,1,0,3,0,3,None,None,161.8396186,127.7865788,0.976738306,0.295080388,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Peralta Avenue', 'York Street')",-122.4070668,37.74745855,5,5,1,1,0,0,1,1,0,5,0,5,None,None,45.03697165,135.7772459,2.812777374,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 6}",25,25,25,25,1,4,0,1,4,0
"('Pershing Drive', 'Schofield Court')",-122.4792001,37.7941425,3,3,1,1,0,0,1,1,0,3,0,3,None,None,166.8203138,107.4933284,0.587251645,0.177264085,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Pershing Drive', 'Seawell Lane')",-122.4784323,37.7914858,3,3,1,1,0,0,1,1,0,3,0,3,None,None,168.1800791,98.3093353,0.565340226,0.06968305,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Pershing Drive', 'Sibert Lane')",-122.4785537,37.7915173,3,3,1,1,0,0,1,1,0,3,0,3,None,None,170.491274,99.61838877,0.390523369,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Pershing Drive', 'Smith Lane')",-122.4793607,37.7917491,4,4,1,1,0,0,1,1,0,4,0,4,None,None,183.8707234,104.5415346,0.529746878,0.069512603,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Pershing Drive', 'Soule Lane')",-122.4795538,37.791803,4,4,1,1,0,0,1,1,0,4,0,4,None,None,190.1257993,114.8305329,0.58932707,0.099234467,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Pershing Drive', 'Stilwell Road')",-122.4789838,37.7916497,3,3,1,1,0,0,1,1,0,3,0,3,None,None,171.4650749,106.0851602,0.321461119,0.065620634,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Pershing Drive', 'Treat Lane')",-122.4800995,37.7920176,3,3,1,1,0,0,1,1,0,3,0,3,None,None,177.2198837,102.8194539,0.979349891,0.228130103,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Persia Avenue', 'Prague Street')",-122.4272165,37.718952,4,4,1,1,0,0,1,1,0,4,0,4,None,None,16.47104345,90.51100427,0.000700661,0.000391993,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Persia Avenue', 'Sunnydale Avenue')",-122.4259683,37.71834875,3,3,1,1,0,0,1,1,0,3,0,3,None,None,40.14355138,140.5922839,0.548990453,0.036645853,45.76576096,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",35,35,35,35,1,2,0,0,3,0
"('Persia Avenue', 'Vienna Street')",-122.430412,37.720478,4,4,1,1,0,0,1,1,0,4,0,4,None,None,186.8500466,90.39573641,0.002207317,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 6}","{'tertiary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Peru Avenue', 'Valmar Terrace')",-122.4241524,37.7259535,3,3,1,1,0,0,1,1,0,3,0,3,None,None,222.3041563,96.09986077,0.374406112,0.00731979,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Peru Avenue', 'Vienna Street')",-122.4257524,37.7267186,4,4,1,1,0,0,1,1,0,4,0,4,None,None,187.2203607,90.39232825,0.008603835,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Phelan Avenue', 'Staples Avenue')",-122.4524623,37.7290654,4,4,1,1,0,0,1,1,0,4,0,4,None,None,161.0112499,99.76631447,0.543983832,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,1,3,0
"('Phelps Street', 'Vesta Street', 'Williams Avenue')",-122.3998255,37.7302921,3,3,1,1,0,0,1,1,0,3,0,3,None,None,29.46573853,63.61861896,0.189766378,0,64.07316391,-1,no,0,0,None,"{'residential': 3, 'cycleway': 3}","{'residential': 3, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Pico Avenue', 'Urbano Drive')",-122.4632198,37.7242767,4,4,1,1,0,0,1,1,0,4,0,4,None,None,168.2210697,82.78530701,0.500105684,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Pierce Street', 'Post Street')",-122.4363871,37.7847461,3,3,1,1,0,0,1,1,0,3,0,3,None,no,16.78793558,89.98426429,0.013551851,0.006828779,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 3}","{'tertiary': 1, 'residential': 1, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Pierce Street', 'Sacramento Street')",-122.4373295,37.7894197,4,4,1,1,0,0,1,1,0,4,0,4,None,None,162.3671494,90.08707721,5.83E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Pierce Street', 'Sutter Street')",-122.4365763,37.7856766,4,4,1,1,0,0,1,1,0,4,0,4,None,no,162.3820661,90.12268181,0.00042871,0.000147453,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Pierce Street', 'Toledo Way')",-122.4396139,37.8010245,3,3,1,1,0,0,1,1,0,3,0,3,None,None,161.1473727,94.55964787,0.589773092,0.000112661,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Pierce Street', 'Union Street')",-122.4387962,37.7966772,4,4,1,1,0,0,1,1,0,4,0,4,None,no,162.3771391,90.05341247,0.000712048,5.85E-06,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Pierce Street', 'Vallejo Street')",-122.4384183,37.7948109,4,4,1,1,0,0,1,1,0,4,0,4,None,None,162.3530625,90.05988867,3.90E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Pierce Street', 'Waller Street')",-122.4335629,37.7707618,4,4,1,1,0,0,1,1,0,4,0,4,None,None,16.41600718,90.08953585,9.75E-05,0,73.12869297,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Pine Crest Road', 'Shoreline Highway')",-122.5382368,37.8834036,3,3,1,1,0,0,1,1,0,3,0,3,None,None,162.0665285,95.5525881,0.198229,0,-1,-1,no,0,0,None,"{'residential': 1, 'primary': 1, 'cycleway': 4}","{'residential': 1, 'primary': 1, 'cycleway': 4}",35,25,35,25,0,3,0,0,3,0
"('Pine Hill Road', 'Pine Street', 'Shoreline Highway')",-122.535079,37.8795427,4,4,1,1,0,0,1,1,0,4,0,4,None,None,163.5464596,94.65831322,0.036795417,0,-1,-1,no,0,0,None,"{'residential': 2, 'primary': 1, 'cycleway': 5}","{'residential': 2, 'primary': 1, 'cycleway': 5}",35,25,35,25,0,4,0,0,4,0
"('Pine Hill Road', 'South Morning Sun Avenue')",-122.5336371,37.8832709,3,3,1,1,0,0,1,1,0,3,0,3,None,None,163.5115668,134.6708941,0.853898228,0.051354602,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Pine Hill Road', 'Springside Way', 'Wendy Way')",-122.5349804,37.8799633,4,4,1,1,0,0,1,1,0,4,0,4,None,None,28.00332251,131.5390934,0.110163575,0,47.56253272,-1,no,0,0,None,"{'residential': 3, 'cycleway': 4}","{'residential': 3, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Pine Hill Road', 'Tennessee Avenue')",-122.5340387,37.8824865,4,4,1,1,0,0,1,1,0,4,0,4,None,None,175.4865604,149.6707746,0.191860773,0.026621553,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Pine Hill Road', 'Wellesley Avenue')",-122.5334574,37.8839695,3,3,1,1,0,0,1,1,0,3,0,3,None,None,165.1126951,131.9262171,1.020728299,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Pine Hill Road', 'Woodside Avenue')",-122.5346599,37.8810388,3,3,1,1,0,0,1,1,0,3,0,3,None,None,164.9172863,120.1800092,0.180363507,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Pine Ridge Way', 'Wellesley Avenue')",-122.535014,37.8851099,3,3,1,1,0,0,1,1,0,3,0,3,None,None,16.68805907,112.1565701,0.926375303,0.649119915,28.32563583,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Pinehaven Drive', 'Wildwood Avenue')",-122.4895519,37.6959525,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.1657004,90.87722137,0.000942039,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Pinehurst Way', 'Upland Drive')",-122.4640593,37.729538,3,3,1,1,0,0,1,1,0,3,0,3,None,None,203.1684328,105.5657232,0.286935119,0.048020974,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Pineridge Way', 'West Live Oak Drive')",-122.5401976,37.8762926,3,3,1,1,0,0,1,1,0,3,0,3,None,None,75.27461037,127.1957274,0.899089517,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Pinto Avenue', 'Tapia Drive')",-122.481354,37.720399,3,3,1,1,0,0,1,1,0,3,0,3,None,None,51.91264401,98.95064194,0.721669,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Pixley Street', 'Webster Street')",-122.4341475,37.7987029,3,4,1,1,0,0,1,1,0,3,0,4,None,None,162.3452871,90.0581173,0.000707524,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,3,0,0,3,1
"('Pizarro Way', 'Westwood Drive')",-122.458969,37.7291833,4,4,1,1,0,0,1,1,0,4,0,4,None,None,145.358329,90.96841918,0.643817186,0.120746812,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
